collection_handle,collection_id,collection_title,handle,product_id,title,ratio_in_collection,tier,sold_out,views_90d,position
events,659107381581,Φορέματα για βάπτιση,livia-kimono,10564754964813,Livia Κιμονό,0.34,Low,yes,1062,101
events,659107381581,Φορέματα για βάπτιση,calypso-top-blue,10559164318029,Calypso Τοπ γαλάζιο,0.32,Low,yes,959,102
events,659107381581,Φορέματα για βάπτιση,calypso-shirt-pink,10559193186637,Calypso Πουκάμισο ροζ,0.30,Low,yes,859,103
events,659107381581,Φορέματα για βάπτιση,zelda-kimono,10566049726797,Zelda Κιμονό,0.28,Low,yes,1059,104
events,659107381581,Φορέματα για βάπτιση,arla-top,10566363447629,Arla Τοπ,0.28,Low,yes,1033,105
events,659107381581,Φορέματα για βάπτιση,ophelia-top,10563189473613,Ophelia Τοπ,0.27,Low,yes,862,106
events,659107381581,Φορέματα για βάπτιση,lyla-kimono,10564749328717,Lyla Κιμονό,0.27,Low,yes,1032,107
events,659107381581,Φορέματα για βάπτιση,stella-skirt,10563313762637,Stella Skirt,0.25,Low,yes,1092,108
events,659107381581,Φορέματα για βάπτιση,argenta-dress,10564890132813,Argenta Φόρεμα,0.25,Low,yes,820,109
events,659107381581,Φορέματα για βάπτιση,melissa-top,10566027510093,Melissa Τοπ,0.24,Low,yes,859,110
events,659107381581,Φορέματα για βάπτιση,indira-kimono,10563362685261,Indira Κιμονό,0.24,Low,yes,969,111
events,659107381581,Φορέματα για βάπτιση,myra-top-1,10563042214221,Myra Τοπ,0.23,Low,yes,584,112
events,659107381581,Φορέματα για βάπτιση,rhia-top,10563437035853,Rhia Τοπ,0.22,Low,yes,963,113
events,659107381581,Φορέματα για βάπτιση,opal-top,10563436282189,Opal Τοπ,0.21,Low,yes,890,114
events,659107381581,Φορέματα για βάπτιση,debbie-shirt,10564590010701,Debbie Πουκάμισο,0.19,Low,yes,545,115
events,659107381581,Φορέματα για βάπτιση,elma-pants,10566039175501,Elma Παντελόνα,0.18,Low,yes,585,116
events,659107381581,Φορέματα για βάπτιση,shona-top,10564592664909,Shona Τοπ,0.17,Low,yes,467,117
events,659107381581,Φορέματα για βάπτιση,sundra-top,10566352666957,Sundra Τοπ,0.16,Low,yes,554,118
events,659107381581,Φορέματα για βάπτιση,selma-dress,10566095241549,Selma Φόρεμα,0.13,Low,yes,601,119
events,659107381581,Φορέματα για βάπτιση,s26-1008,10563044606285,Eirys Τοπ,0.12,Low,yes,380,120
events,659107381581,Φορέματα για βάπτιση,matilda-dress,10566105825613,Matilda Φόρεμα,0.10,Low,yes,459,121
events,659107381581,Φορέματα για βάπτιση,ines-shirt,10564583817549,Ines Πουκάμισο,0.08,Low,yes,307,122
events,659107381581,Φορέματα για βάπτιση,ines-pants-1,10564803887437,Ines Παντελόνα,0.07,Low,yes,308,123
wedding,659107119437,Φορέματα για γάμο,elodie-dress,10566138757453,Elodie Φόρεμα,9.92,Hero,no,38367,1
wedding,659107119437,Φορέματα για γάμο,marbella-dress,10814110531917,Marbella Dress,4.42,Hero,no,6719,2
wedding,659107119437,Φορέματα για γάμο,crystalia,10652663251277,Crystalia Φόρεμα,4.25,Hero,no,19946,3
wedding,659107119437,Φορέματα για γάμο,sylvia,10714453999949,Sylvia Κιμονό,3.45,Hero,no,12882,4
wedding,659107119437,Φορέματα για γάμο,victoria,10697115926861,Victoria Φόρεμα,3.36,Hero,no,17323,5
wedding,659107119437,Φορέματα για γάμο,nerida,10710349381965,Nerida Φόρεμα,2.48,Strong,no,8969,6
wedding,659107119437,Φορέματα για γάμο,sophia,10642032361805,Sophia Φόρεμα,2.41,Strong,no,12047,7
wedding,659107119437,Φορέματα για γάμο,greta-dress,10566155960653,Greta Φόρεμα,2.33,Strong,no,9251,8
wedding,659107119437,Φορέματα για γάμο,noelle,10786243215693,Noelle Φόρεμα,2.07,Strong,no,5265,9
wedding,659107119437,Φορέματα για γάμο,rosalie-2,10786210480461,Rosalie Φόρεμα,1.83,Strong,no,4660,10
wedding,659107119437,Φορέματα για γάμο,maeva-dress,10566112903501,Maeva Φόρεμα,1.52,Strong,no,3089,11
wedding,659107119437,Φορέματα για γάμο,zoe-pants,10564703289677,Zoe Παντελόνα,1.32,Average,no,5365,12
wedding,659107119437,Φορέματα για γάμο,livia-copy,10786186232141,Rose Ολόσωμη φόρμα,1.25,Average,no,3229,13
wedding,659107119437,Φορέματα για γάμο,eve-copy,10670927511885,Selene Ολόσωμη φόρμα,1.13,Average,no,5395,14
wedding,659107119437,Φορέματα για γάμο,auralis-kimono,10563066659149,Auralis Κιμονό,1.09,Average,no,4655,15
wedding,659107119437,Φορέματα για γάμο,runa-top,10566035374413,Runa Τοπ,1.08,Average,no,5147,16
wedding,659107119437,Φορέματα για γάμο,ione-2,10710363537741,Ione Φόρεμα,1.00,Average,no,5338,17
wedding,659107119437,Φορέματα για γάμο,marceline,10786231877965,Marceline Φόρεμα,0.89,Average,no,2561,18
wedding,659107119437,Φορέματα για γάμο,meria-dress,10563092447565,Meria Φόρεμα,0.65,Average,no,3030,19
wedding,659107119437,Φορέματα για γάμο,margie-dress,10566101827917,Margie Φόρεμα,0.62,Average,no,2780,20
wedding,659107119437,Φορέματα για γάμο,gaia-jumpsuit,10563135537485,Gaia Ολόσωμη φόρμα,0.59,Average,no,2809,21
wedding,659107119437,Φορέματα για γάμο,eve-jumpsuit,10566210683213,Eve Ολόσωμη φόρμα,0.59,Average,no,2843,22
wedding,659107119437,Φορέματα για γάμο,liberty-dress,10566102974797,Liberty Φόρεμα,0.58,Average,no,2042,23
wedding,659107119437,Φορέματα για γάμο,livia-dress,10563406201165,Livia Φόρεμα,0.55,Average,no,2632,24
wedding,659107119437,Φορέματα για γάμο,zale-dress,10563130229069,Zale Φόρεμα,0.54,Average,no,2833,25
wedding,659107119437,Φορέματα για γάμο,myrtle-dress-1,10563103392077,Myrtle Φόρεμα,0.49,Low,no,2200,26
wedding,659107119437,Φορέματα για γάμο,aria-skirt-1,10563312714061,Aria Skirt,0.49,Low,no,2041,27
wedding,659107119437,Φορέματα για γάμο,sienna-copy,10697387508045,Patricia Τοπ,0.49,Low,no,2028,28
wedding,659107119437,Φορέματα για γάμο,elyra-pants,10563246784845,Elyra Παντελόνα,0.48,Low,no,2146,29
wedding,659107119437,Φορέματα για γάμο,elyra-top,10563231154509,Elyra Τοπ,0.45,Low,no,1849,30
wedding,659107119437,Φορέματα για γάμο,moss-dress-1,10563105227085,Moss Φόρεμα,0.41,Low,no,1769,31
wedding,659107119437,Φορέματα για γάμο,indira-skirt,10563304816973,Indira Skirt,0.35,Low,no,1345,32
wedding,659107119437,Φορέματα για γάμο,aria-top-1,10563232760141,Aria Τοπ,0.31,Low,no,1141,33
wedding,659107119437,Φορέματα για γάμο,elyra-body,10563024912717,Elyra Κορμάκι,0.29,Low,no,1066,34
wedding,659107119437,Φορέματα για γάμο,zaria-top,10563046768973,Zaria Τοπ,0.26,Low,no,845,35
wedding,659107119437,Φορέματα για γάμο,livia-skirt,10563055878477,Livia Skirt,0.25,Low,no,1034,36
wedding,659107119437,Φορέματα για γάμο,livia-top,10563040510285,Livia Τοπ,0.16,Low,no,594,37
wedding,659107119437,Φορέματα για γάμο,evelisse-limited,10652612165965,Evelisse LIMITED Φόρεμα,3.13,Hero,yes,11724,38
wedding,659107119437,Φορέματα για γάμο,marisa,10671661482317,Marisa Φόρεμα,2.63,Strong,yes,10471,39
wedding,659107119437,Φορέματα για γάμο,helia-dress,10563090907469,Helia Φόρεμα,2.07,Strong,yes,9780,40
wedding,659107119437,Φορέματα για γάμο,soraya,10643352158541,Soraya Φόρεμα,2.04,Strong,yes,7652,41
wedding,659107119437,Φορέματα για γάμο,elise,10664056750413,Elise Φόρεμα,1.65,Strong,yes,7589,42
wedding,659107119437,Φορέματα για γάμο,asteria-dress,10563094708557,Asteria Φόρεμα,1.62,Strong,yes,6985,43
wedding,659107119437,Φορέματα για γάμο,phoebe-dress,10564863885645,Phoebe Φόρεμα,1.60,Strong,yes,7952,44
wedding,659107119437,Φορέματα για γάμο,lydia,10714458063181,Lydia Κιμονό,1.58,Strong,yes,8163,45
wedding,659107119437,Φορέματα για γάμο,solenne,10644069187917,Solenne Φόρεμα,1.47,Average,yes,7771,46
wedding,659107119437,Φορέματα για γάμο,electra-dress,10584479564109,Electra Φόρεμα,1.42,Average,yes,6501,47
wedding,659107119437,Φορέματα για γάμο,astor-kimono,10566045172045,Astor Kimono,1.37,Average,yes,6537,48
wedding,659107119437,Φορέματα για γάμο,rayne-dress,10564896391501,Rayne Φόρεμα,1.31,Average,yes,6940,49
wedding,659107119437,Φορέματα για γάμο,calyra-dress,10563075998029,Calyra Φόρεμα,1.30,Average,yes,5681,50
wedding,659107119437,Φορέματα για γάμο,melina,10714445873485,Melina Κιμονό,1.23,Average,yes,5012,51
wedding,659107119437,Φορέματα για γάμο,thalassa-limited,10657844953421,Thalassa LIMITED Φόρεμα,1.21,Average,yes,5539,52
wedding,659107119437,Φορέματα για γάμο,coralia-dress,10566166413645,Coralia Φόρεμα,1.18,Average,yes,5274,53
wedding,659107119437,Φορέματα για γάμο,copy-2,10588786295117,Linus Φόρεμα,1.12,Average,yes,6068,54
wedding,659107119437,Φορέματα για γάμο,glowen-dress,10564884070733,Glowen Φόρεμα,1.07,Average,yes,4810,55
wedding,659107119437,Φορέματα για γάμο,melin-dress,10566165102925,Melin Φόρεμα,0.99,Average,yes,4266,56
wedding,659107119437,Φορέματα για γάμο,thalassa-dress,10563128525133,Thalassa Φόρεμα,0.95,Average,yes,3268,57
wedding,659107119437,Φορέματα για γάμο,argenta-cape,10563227615565,Argenta Κάπα,0.93,Average,yes,4111,58
wedding,659107119437,Φορέματα για γάμο,lilu-jumpsuit,10566207308109,Lilu Ολόσωμη φόρμα,0.93,Average,yes,4533,59
wedding,659107119437,Φορέματα για γάμο,ariel-siren-limited,10571427971405,Ariel Siren LIMITED Φόρεμα,0.91,Average,yes,3470,60
wedding,659107119437,Φορέματα για γάμο,argenta-kimono,10563359539533,Argenta Κιμονό,0.88,Average,yes,3102,61
wedding,659107119437,Φορέματα για γάμο,elyra-dress,10563404235085,Elyra Φόρεμα,0.88,Average,yes,3912,62
wedding,659107119437,Φορέματα για γάμο,aria-kimono,10564825186637,Aria Κιμονό,0.87,Average,yes,4029,63
wedding,659107119437,Φορέματα για γάμο,nai-dress,10563110994253,Nai Φόρεμα,0.86,Average,yes,4669,64
wedding,659107119437,Φορέματα για γάμο,nola-jumpsuit,10566211600717,Nola Ολόσωμη φόρμα,0.86,Average,yes,4818,65
wedding,659107119437,Φορέματα για γάμο,argenta-jumpsuit,10563172696397,Argenta Ολόσωμη φόρμα,0.85,Average,yes,3840,66
wedding,659107119437,Φορέματα για γάμο,neta-top,10566385434957,Neta Τοπ,0.85,Average,yes,3741,67
wedding,659107119437,Φορέματα για γάμο,aegea-dress,10563131900237,Aegea Φόρεμα,0.84,Average,yes,4231,68
wedding,659107119437,Φορέματα για γάμο,aster-kimono,10559208358221,Aster Κιμονό,0.77,Average,yes,3754,69
wedding,659107119437,Φορέματα για γάμο,cloe-dress,10566161531213,Cloe Φόρεμα,0.77,Average,yes,3186,70
wedding,659107119437,Φορέματα για γάμο,thalia-dress,10563095920973,Thalia Φόρεμα,0.76,Average,yes,3106,71
wedding,659107119437,Φορέματα για γάμο,elyra-cape,10563208315213,Elyra Κάπα,0.72,Average,yes,3260,72
wedding,659107119437,Φορέματα για γάμο,oceane-jumpsuit,10563149726029,Oceane Ολόσωμη φόρμα,0.71,Average,yes,3272,73
wedding,659107119437,Φορέματα για γάμο,monique-kimono,10566047891789,Monique Κιμονό,0.71,Average,yes,3169,74
wedding,659107119437,Φορέματα για γάμο,kathy-dress,10566165856589,Kathy Φόρεμα,0.71,Average,yes,3403,75
wedding,659107119437,Φορέματα για γάμο,patricia,10697411199309,Patricia Φόρεμα,0.70,Average,yes,3495,76
wedding,659107119437,Φορέματα για γάμο,dore-dress,10564872208717,Dore Φόρεμα,0.63,Average,yes,3082,77
wedding,659107119437,Φορέματα για γάμο,menda-dress,10566167626061,Menda Φόρεμα,0.62,Average,yes,3291,78
wedding,659107119437,Φορέματα για γάμο,zaria-jumpsuit,10563145236813,Zaria Ολόσωμη φόρμα,0.61,Average,yes,2725,79
wedding,659107119437,Φορέματα για γάμο,midas-dress,10566098714957,Midas Φόρεμα,0.48,Low,yes,2333,80
wedding,659107119437,Φορέματα για γάμο,byron-dress,10566130303309,Byron Φόρεμα,0.48,Low,yes,2682,81
wedding,659107119437,Φορέματα για γάμο,livia-jumpsuit,10563137044813,Livia Ολόσωμη φόρμα,0.45,Low,yes,2017,82
wedding,659107119437,Φορέματα για γάμο,sonia-dress,10564952752461,Sonia Φόρεμα,0.44,Low,yes,2508,83
wedding,659107119437,Φορέματα για γάμο,rayne-pants,10564908613965,Rayne Παντελόνα,0.43,Low,yes,2358,84
wedding,659107119437,Φορέματα για γάμο,myriam-dress,10566163464525,Myriam Φόρεμα,0.42,Low,yes,2321,85
wedding,659107119437,Φορέματα για γάμο,indira-top,10563199992141,Indira Τοπ,0.42,Low,yes,1918,86
wedding,659107119437,Φορέματα για γάμο,nai-limited-dress,10571365515597,Nai LIMITED Φόρεμα,0.40,Low,yes,1841,87
wedding,659107119437,Φορέματα για γάμο,zoe-kimono,10564757815629,Zoe Κιμονό,0.38,Low,yes,1751,88
wedding,659107119437,Φορέματα για γάμο,phoebe-limited-edition,10571285266765,Phoebe LIMITED Edition Φόρεμα,0.36,Low,yes,1773,89
wedding,659107119437,Φορέματα για γάμο,zaria-skirt,10563065872717,Zaria Skirt,0.35,Low,yes,1598,90
wedding,659107119437,Φορέματα για γάμο,indy-top,10563435102541,Indy Τοπ,0.33,Low,yes,1665,91
wedding,659107119437,Φορέματα για γάμο,ophelia-skirt,10563290530125,Ophelia Skirt,0.33,Low,yes,926,92
wedding,659107119437,Φορέματα για γάμο,myra-skirt,10563057189197,Myra Skirt,0.33,Low,yes,1257,93
wedding,659107119437,Φορέματα για γάμο,myrielle,10657829552461,Myrielle Φόρεμα,0.32,Low,yes,1761,94
wedding,659107119437,Φορέματα για γάμο,zoe-cape,10563437789517,Zoe Κάπα,0.31,Low,yes,1297,95
wedding,659107119437,Φορέματα για γάμο,zelda-dress,10564934369613,Zelda Φόρεμα,0.30,Low,yes,1415,96
wedding,659107119437,Φορέματα για γάμο,livia-kimono,10564754964813,Livia Κιμονό,0.29,Low,yes,1062,97
wedding,659107119437,Φορέματα για γάμο,ophelia-top,10563189473613,Ophelia Τοπ,0.24,Low,yes,862,98
wedding,659107119437,Φορέματα για γάμο,zelda-kimono,10566049726797,Zelda Κιμονό,0.23,Low,yes,1059,99
wedding,659107119437,Φορέματα για γάμο,arla-top,10566363447629,Arla Τοπ,0.23,Low,yes,1033,100
wedding,659107119437,Φορέματα για γάμο,myra-top-1,10563042214221,Myra Τοπ,0.21,Low,yes,584,101
wedding,659107119437,Φορέματα για γάμο,argenta-dress,10564890132813,Argenta Φόρεμα,0.21,Low,yes,820,102
wedding,659107119437,Φορέματα για γάμο,melissa-top,10566027510093,Melissa Τοπ,0.20,Low,yes,859,103
wedding,659107119437,Φορέματα για γάμο,indira-kimono,10563362685261,Indira Κιμονό,0.20,Low,yes,969,104
wedding,659107119437,Φορέματα για γάμο,rhia-top,10563437035853,Rhia Τοπ,0.18,Low,yes,963,105
wedding,659107119437,Φορέματα για γάμο,opal-top,10563436282189,Opal Τοπ,0.17,Low,yes,890,106
wedding,659107119437,Φορέματα για γάμο,sienna-top,10566393954637,Sienna Τοπ,0.14,Low,yes,783,107
wedding,659107119437,Φορέματα για γάμο,nyx-skirt,10563049128269,Nyx Skirt,0.11,Low,yes,622,108
wedding,659107119437,Φορέματα για γάμο,selma-dress,10566095241549,Selma Φόρεμα,0.11,Low,yes,601,109
wedding,659107119437,Φορέματα για γάμο,s26-1008,10563044606285,Eirys Τοπ,0.10,Low,yes,380,110
wedding,659107119437,Φορέματα για γάμο,matilda-dress,10566105825613,Matilda Φόρεμα,0.08,Low,yes,459,111
wedding,659107119437,Φορέματα για γάμο,nyx-top,10563029533005,Nyx Τοπ,0.07,Low,yes,273,112
